codigo;descripcion;unidades;um;precio
3511233;LEON JIMENES CONNECTICUT N 5 (25);1;Caja;112,50
3511284;HOOKAIN VIRGIN BATLUVA 50 G TPD;6;Bote;4,80
3511285;LUCKY STRIKE RED XL 40S;5;Cajetilla;10,50
3511287;PALMERITOS CORONAS (25);1;Caja;15,00
3511288;PALMERITOS CORONAS (10);1;Caja;6,00
3511340;EASTENDERS ORIGINAL BLEND 20G;10;Bolsa;1,50
3511341;EASTENDERS ORIGINAL BLEND 100G;1;Bote;7,90
3511378;CLUBMASTER MINI RED 300 DISPLAY TPD;1;Unidad;90,00
3511379;MISSISIPI  BROWN BOLSA 100 G;4;Bolsa;7,70
3511380;ALLURE GLACIER (40);6;Cajetilla;9,60
3511385;EASTWOOD ORIGINAL BLEND 30 G;1;Lata;2,50
3511391;DJANGO DIABLO 30G TT;5;Bolsa;6,20
3511392;DJANGO BLUE 30G TT;5;Bolsa;6,20
3511420;CASA DE GARCIA SUMATRA WIDE SHORT 10;1;Estuche;16,00
3511502;CAO AMAZON BASIN AGED 18 WB ES;1;Caja;126,00
3511519;APACHE HB BLUE (20);10;Cajetilla;4,50
3511542;FORTUNA ORIGINAL 24;8;Cajetilla;6,15
3511558;SAN PEDRO D MACORIS BRAZIL PERL 20 WB ES;1;Caja;69,00
3511559;SAN PEDRO D MACORIS BRAZ ROBUST 20 WB ES;1;Caja;81,00
3511643;CONVICTO CORONAS (10);1;Estuche;6,00
3511644;CONVICTO CORONAS (25);1;Estuche;15,00
3511645;CONVICTO CORONAS CELOFAN (25);1;Estuche;15,00
3511646;CONVICTO MINIS (10);1;Estuche;2,65
3511647;CONVICTO TUBOS (25);1;Caja;30,00
3511748;ST. LOUIS BLUES YELLOW FILTER (10) SUP;5;Estuche;2,90
3511749;ST. LOUIS BLUES RED FILTER (10) SUP;10;Estuche;2,90
3511751;NEWS&CO ROUGE 21S LIMITED EDITION (21);10;Cajetilla;4,85
3511778;CHRONOS NOCTIS TOBACCO 50 GR;10;Caja;3,95
3511779;CHRONOS ONE SECOND TOBACCO 50 GR;10;Caja;3,95
3511780;CHRONOS KAIROS TOBACCO 50 GR;10;Caja;3,95
3511781;CHRONOS PAUSE TOBACCO 50 GR;10;Caja;3,95
3511782;CHRONOS OCCASUM TOBACCO 50 GR;10;Caja;3,95
3511783;ALOHA LOS LOCOS 50 GR;5;Caja;3,30
3511784;HATER TOBACCO CHEATER 50 GR;10;Caja;3,50
3511785;HATER TOBACCO FAN BOY 50 GR;10;Caja;3,50
3511786;HATER TOBACCO WTF 50 GR;10;Caja;3,50
3511787;HATER TOBACCO NOOB 50 GR;10;Caja;3,50
3511788;ALOHA AMERICAN 50 GR;5;Caja;3,30
3511789;ALOHA MAVERICK 50 GR;5;Caja;3,30
3511790;ALOHA PACIFIC 50 GR;5;Caja;3,30
3511791;ALOHA SPLASH 50 GR;5;Caja;3,30
3511792;HATER RAT BOY 50 GR;10;Caja;3,50
3511799;EXO BLUE 10;10;Caja;2,40
3511801;EXO FILTER 10;10;Caja;2,40
3511803;EXO RED FILTER 10;10;Caja;2,40
3511839;SHISHA KARTEL SEXY SHEBA 50G TPD F;10;Caja;4,95
3511840;SHISHA KARTEL HAPPY HOUND 50G TPD F;10;Caja;4,95
3511842;SHISHA KARTEL BIG BAGMAN 50G TPD F;10;Caja;4,95
3511849;FLOR DE FILIPINAS ROBUSTO 10 TPD;1;Caja;7,00
3511850;FLOR DE FILIPINAS CORONAS 10;1;Caja;6,50
3511851;FLOR DE FILIPINAS SEÑORITA 10 TPD;1;Caja;6,00
3511885;CLUBMASTER SUPERIOR FILTER RED (20) SUP;10;Lata;5,90
3511911;MANITOU NATIVO NO.5 BLUE 30G TT;5;Bolsa;5,90
3511912;MANITOU NATIVO NO.8 RED 30G TT;5;Bolsa;5,90
3511913;BULLBRAND NEGRO EXTRA 30 G TT;5;Bolsa;5,80
3511964;VERAMIA 30G;10;Bolsa;6,05
3511965;CAO GOLD ROBUSTO 20 WB ES;1;Caja;128,00
3511966;CAO GOLD MADURO ROBUSTO 20 WB ES;1;Caja;136,00
3511969;AMIGOS POCKET RED FILTER AB 20;10;Caja;2,80
3511970;SHISHA KARTEL CAPO DEI CAPI 200G TPD F;1;Caja;17,95
3511972;SHISHA KARTEL SEXY SHEBA 200G TPD F;1;Caja;17,95
3511974;SHISHA KARTEL PLATA O PLOMO 200G TPD;1;Caja;17,95
3511975;SHISHA KARTEL CAPO DEI CAPI 950G TPD F;1;Bote;59,90
3511990;HANDELSGOLD WHITE (5);10;Estuche;1,20
3511991;HANDELSGOLD BROWN (5);10;Estuche;1,20
3512138;HATER TOBACCO SHOOTER 50 GR;10;Caja;3,50
3512162;WEST 46G;3;Bote;10,30
3512178;SIGNATURE SILHOUETTE BEIGE FLT 10;10;Estuche;2,90
3512179;SIGNATURE SILHOUETTE GREEN FLT 10;10;Estuche;2,90
3512189;CAO CAMEROON PERFECTO 20 WB ES;1;Caja;110,00
3512212;HORIZON VIRGINIA DARK GREEN 30 G;10;Bolsa;6,20
3512214;MACANUDO YEAR OF THE RABBIT 10 ES;1;Caja;150,00
3512222;LA TRIBU EXCLUSIVE MIXTURE 20 GR;10;Bolsa;1,70
3512228;LA TRIBU EXCLUSIVE MIXTURE 50 GR;1;Bote;3,90
3512229;LA TRIBU EXCLUSIVE MIXTURE 100 GR;3;Bote;7,60
3512232;MADEMOISELLE LA ROSE SSL;10;Cajetilla;4,60
3512233;MADEMOISELLE LA BLEUE SSL;10;Cajetilla;4,60
3512234;VILLIGER N7 (20);3;Estuche;20,00
3512235;VILLIGER N9 (10);5;Estuche;4,00
3512292;MADDOX2 BLUE (20);10;Cajetilla;4,50
3512301;AVO XO NOTTURNO TUBOS (20);1;Caja;220,00
3512302;ZINO NICARAGUA GORDO (4);1;Estuche;29,20
3512303;ZINO NICARAGUA GORDO (25);1;Caja;182,50
3512304;DAVIDOFF YEAR OF THE RABBIT (10);1;Caja;375,00
3512305;ZINO MINI NICARAGUA (20);5;Estuche;8,40
3512306;ZINO MINI RED (20);5;Estuche;8,40
3512307;TOSCANELLO ROSSO ORO (5);10;Estuche;5,10
3512317;MARLBORO CRAFTED 23;20;Cajetilla;5,75
3512318;MARLBORO CRAFTED 100s BOX 20;10;Cajetilla;5,25
3512321;NOBEL SSL (20);10;Cajetilla;5,00
3512322;NOBEL SSL FRESH (20);10;Cajetilla;5,00
3512334;LA FLOR DE LA ISABELA CORONA (10);1;Estuche;6,00
3512335;LA FLOR DE LA ISABELA MINI (10);1;Estuche;2,70
3512336;LA FLOR DE LA ISABELA CORONITAS (25);1;Estuche;10,00
3512388;WEST BOTE 30G;5;Bote;6,90
3512409;DENIM FRESH BREEZE 20;10;Cajetilla;4,60
3512447;BLACK JACK ORIGINAL BLEND 100 GR;1;Lata;7,95
3512460;PANTER POCKET FILTER GREEN 10;10;Caja;2,20
3512461;LA FLOR DE LA ISABELA CORONA (25) CELOFA;1;Caja;15,00
3512485;LA AURORA 107 NICARAGUA SUMO SHORT ROB20;1;Caja;125,00
3512486;LA AURORA 107 NICARAGUA ZEPPELIN 20;1;Caja;140,00
3512487;FLOR DE COPAN GORDITO (20) TPD;1;Caja;136,00
3512488;FLOR DE COPAN PERLA (25) TPD;1;Caja;87,50
3512489;FLOR DE COPAN ROTHSCHILD (20) TPD;1;Caja;128,00
3512490;FLOR DE COPAN SHORT MAGNUM (20) TPD;1;Caja;124,00
3512491;FLOR DE COPAN TITAN (20) TPD;1;Caja;174,00
3512492;AGING ROOM QUATTRO NICAR ESPRES (20) TPD;1;Caja;260,00
3512493;AGING ROOM QUATTRO NICAR MAEST (20) TPD;1;Caja;280,00
3512494;ADALYA SWEESS BOOM 200 G;1;Lata;14,00
3512495;ADALYA KIZZ 200 G;1;Lata;14,00
3512497;VERSO BLUE (20);10;Cajetilla;4,50
3512498;VERSO RED (20);10;Cajetilla;4,50
3512639;FLANDRIA SILVER 30 G TT;10;Bolsa;6,20
3512640;FLANDRIA GOLD 30 G TT;10;Bolsa;6,20
3512726;FM PLAY RED FILTER CIGAR (17);10;Estuche;2,20
3512732;TOSCANO MASTER AGED SERIE 4 (30);1;Caja;141,00
3512927;CAMEL YELLOW 100S;10;Cajetilla;5,90
3512931;DAVIDOFF MILLENNIUM ROBUSTO (25);1;Caja;580,00
3512932;DAVIDOFF MILLENNIUM TORO (4);1;Estuche;106,00
3512933;DAVIDOFF NICARAGUA SHORT CORONA (5);1;Estuche;60,00
3512934;DAVIDOFF SIGNATURE 6000 (4);1;Estuche;71,60
3512949;AUSTIN RED ORIGINALS;10;Cajetilla;4,70
3513023;NEOS MINI WHITE FILTER 20;10;Lata;5,00
3513064;AVO SEASONS SPRING LE 2023 (10);1;Caja;185,00
3513065;DAVIDOFF MILLENNIUM LANCERO LE 2023 (10);1;Caja;350,00
3513066;DAVIDOFF WINSTON CH LATE HOUR TORO 4;1;Estuche;116,00
3513067;DAVIDOFF WINSTON CH LATE HOUR TORO 20;1;Caja;580,00
3513079;BAKERSTREET 190 (90GR) DOYBAG;4;Bolsa;6,80
3513094;BRONX AMERICAN BLEND 30 G;1;Bote;5,50
3513122;D.TOMAS BRAZIL ROBUSTO 25 WB ES;1;Caja;110,00
3513123;D.TOMAS BRAZIL ROTHSCHILD 25 WB ES;1;Caja;102,50
3513133;CAO BX3 ROBUSTO 20 WB ES;1;Caja;134,00
3513134;CAO BX3 TORO 20 WB ES;1;Caja;146,00
3513135;SILENCIO LOS RIOS ROBUSTO 20 WB ES;1;Caja;270,00
3513136;SILENCIO LOS RIOS TORO 20 WB ES;1;Caja;290,00
3513137;SILENCIO BLACK ROBUSTO 25 WB ES;1;Caja;300,00
3513138;MACANUDO INSPIRADO ORANGE LANCERO 20 WB;1;Caja;128,00
3513139;EASTENDERS ORIGINAL BLEND 30G;1;Lata;2,50
3513140;VEGAFINA 1998 VF 56 (10);1;Caja;67,00
3513179;MADEMOISELLE LA FRESH SSL;10;Cajetilla;4,60
35134;FOR.VIZC.RTA.PATRIMONIO CAST.;1;Unidad;1,00
3513419;DENIM BLUE 100 (DURO);10;Cajetilla;4,60
3513429;H.MONTERREY EPICURE No.3  (10) TPD;1;Caja;238,00
3513430;H.MONTERREY EPICURE No.3  (25) TPD;1;Caja;595,00
3513433;LA GLORIA CUBANA TURQUINOS  (10) TPD;1;Caja;192,00
3513448;VEGUEROS CENTROGORDOS  (16) TPD;1;Caja;120,00
3513449;VEGUEROS CENTROGORDOS  (4);1;Caja;30,00
3513457;MACANUDO INSPIRADO TERCIO AGED TORO 10;1;Caja;110,00
3513458;PALMERITOS CORONAS TUBOS (20);1;Caja;24,00
3513459;PALMERITOS CORONAS CELOFAN (25);1;Caja;15,00
3513469;RIVERSTONE 5x50 (50G);5;Bolsa;10,50
3513470;RIVERSTONE 10x50 (50G);10;Bolsa;10,50
3513471;REDFIELD RED 30 G;1;Bote;5,50
3513495;BLACK DEVIL RED (20);10;Cajetilla;4,60
3513498;MARLBORO RED 40S;5;Cajetilla;11,70
3513500;CONVICTO CORONA ORIGINAL CAJA 25;1;Caja;30,00
3513501;CONVICTO CORONAS TUBOS 20;1;Estuche;24,00
3513537;CAO VISION TORO LE 30 PB ES;1;Caja;600,00
3513562;#NO NAME AMERICAN BLEND RED 30G TT;5;Bolsa;5,80
3513593;DUCAL RED 100S;10;Cajetilla;4,80
3513596;NOBEL ABSOLUTE;10;Cajetilla;5,95
3513643;AMERICAN CLUB (20);10;Cajetilla;4,50
3513644;CHESTERFIELD CIGARRITOS 10 S;20;Estuche;2,50
3513659;STANLEY ORIGINAL BLEND 500G;1;Lata;35,00
3513661;ELIXYR MAXX PIPE 140G;1;Bote;11,50
3513674;ADALYA BILLIONAIRE 50G;10;Caja;3,85
3513675;ADALYA BAGDADI 50G;10;Caja;3,85
35137;FOR.VIZC.RTA.PATRIMONIO EUSKERA;1;Unidad;1,00
3513706;VEGAFINA 1998 VF42L (10);1;Estuche;71,00
3513712;LA AURORA 107 ECUADOR BELICOSO (20);1;Caja;160,00
3513713;LA AURORA 107 ECUADOR GRAN TORO (20);1;Caja;155,00
3513714;LA AURORA 107 ECUADOR ROBUSTO (20);1;Caja;130,00
3513715;LA AURORA 107 ECUADOR SUMO SHT ROBUST 20;1;Caja;115,00
3513716;LA AURORA 107 ECUADOR TORO (20);1;Caja;147,00
3513717;LA AURORA 107 ECUADOR ZEPPELIN (20);1;Caja;133,00
3513718;LA AURORA 107 USA MADURO ROBUSTO (20);1;Caja;129,00
3513775;SHISHA KARTEL BOUNCER BRUNO 50 G TPD F;10;Caja;4,95
3513797;MOON HABANA 150 G BIG TPD;1;Lata;11,50
35138;FOR.VIZC.RENTA MANUAL;1;Unidad;1,00
3513803;CANARITOS SEÑORITAS MAZO (25);1;Estuche;10,00
3513804;CANARITOS CAJA 25 BREVAS CELOFANADAS;1;Caja;15,00
3513842;CAO AMAZON BASIN TORO 18 WB ES;1;Caja;144,00
3513854;AVO SEASONS SUMMER LE 2023 (10);1;Caja;190,00
3513864;SILENCIO SERIE M PROMINENTE 10 WB ES;1;Caja;299,00
3513883;LUCKY STRIKE ECLIPSE 21 E.L (21);10;Cajetilla;5,60
3513913;DAVIDOFF SIGNATURE N.2 TUBOS (20);1;Caja;440,00
3513914;DAVIDOFF NICARAGUA 10 th ANNIVERSARY 12;1;Caja;456,00
3513951;MACANUDO INSPIRADO JAMAO 20;1;Caja;240,00
3513954;KING RED 25 S;8;Cajetilla;5,60
35140;FOR.VIZC.RTA SOBRE CAMPAÑA;1;Unidad;0,10
3514073;VEGAFINA 1998 VF44S (25);1;Estuche;103,75
3514079;NEO GOLDEN TOBACCO (20);10;Cajetilla;4,00
3514096;MONTOSA SHORT ROBUSTO (20);1;Estuche;108,00
3514097;MONTOSA TORO (20);1;Estuche;116,00
3514098;MONTOSA ROBUSTO (20);1;Estuche;112,00
3514102;LA PERLA DE LUZON CORONAS BUNDLE 20;1;Estuche;13,00
3514103;LA PERLA DE LUZON SEÑORITAS 20;1;Estuche;13,00
3514104;LA PERLA DE LUZON ROBUSTO 20;1;Estuche;14,00
3514105;NEWS RED 135 G;2;Lata;30,40
3514118;SILENCIO LIMITED EDITION 2023 (10);1;Caja;200,00
3514136;AMSTERDAMER XXX HIMALAYA 30 G TT;5;Bolsa;5,80
3514138;AMSTERDAMER XXX KASHMIR 30G TT;5;Bolsa;5,80
3514139;NUSO BLUE (20);10;Cajetilla;3,00
3514140;NUSO YELLOW (20);10;Cajetilla;3,00
3514224;DAVIDOFF MILLENNIUM ROBUSTO (4);1;Estuche;92,80
3514229;BUCANERO ORIGINAL CAÑERO (5);10;Estuche;3,00
3514230;BUCANERO LOKO ICE (5);10;Estuche;3,00
3514231;BUCANERO GOLDEN FLOW (5);10;Estuche;3,00
3514245;FRATERNITE ROUGE (20);10;Cajetilla;4,60
3514317;ZINO NICARAGUA HALF CORONA (5);1;Lata;24,50
3514319;AVO SEASONS FALL LE 2023 (10);1;Caja;190,00
3514374;FM PLAY WHITE FILTER CIGAR (17);10;Estuche;2,20
3514377;AMSTERDAMER FINE CUT 600G TT;1;Unidad;124,00
3514381;WTF! SHEEESH SHISHARILLOS TIPSY (05);10;Estuche;2,20
3514382;WTF! SQUAD SHISHARILLOS TIPSY (05);10;Estuche;2,20
3514383;WTF! CRAY SHISHARILLOS TIPSY (05);10;Estuche;2,20
3514384;WTF! LIT SHISHARILLOS TIPSY (05);10;Estuche;2,20
3514386;ADALYA BERLIN NIGHTS 1000 G TPD;1;Lata;65,00
3514387;ADALYA BLUE I'SS 1000 G TPD;1;Lata;65,00
3514388;ADALYA MANKO TANKO I'SS 1000 G TPD;1;Lata;65,00
3514391;ADALYA I'SS LIE ON THE ROCKS 1000 G TPD;1;Lata;65,00
3514393;ADALYA SWEESS BOOM 1000 G TPD;1;Lata;65,00
3514417;AMSTERDAMER XXX 300G TT;1;Unidad;58,00
3514418;HOOKAIN FYL BIG TOY 200G TPD;1;Lata;16,95
3514465;ELIXYR RED 22;8;Cajetilla;5,25
3514466;ELIXYR MAXX PIPE 20G;10;Bolsa;1,50
3514483;NUSO YELLOW DEVICE (200);1;Unidad;30,00
3514484;NUSO BLUE DEVICE (200);10;Unidad;30,00
3514485;AL FAKHER YELLOW 50G TPD F;10;Caja;4,70
3514487;AL FAKHER GRAPIO NIGHT 50G TPD F;10;Caja;4,70
3514491;HANDELSGOLD FINE CORONA (5);10;Estuche;2,50
3514507;FM PLAY SQUIZZ FILTER CIGAR (17);10;Estuche;2,60
3514519;FAIRGREEN ARTESANO 300 DISPLAY TT;1;Unidad;55,00
3514539;DUCADOS RUBIO CIGARRITOS (10);20;Estuche;2,00
3514544;MARLBORO CRAFTED ARCTIC (20);10;Cajetilla;5,50
3514545;AUSTIN BLUE 100´S;10;Cajetilla;4,75
3514547;LA AURORA ESCOGIDOS TORO (20);1;Caja;160,00
3514548;LA AURORA ESCOGIDOS ROBUSTO (20);1;Caja;152,00
3514549;LA AURORA ESCOGIDOS SHORT ROBUSTO (20);1;Caja;146,00
3514550;LA AURORA 120 ANIVERSARIO TORO (20);1;Caja;198,00
3514551;LA AURORA 120 ANIVERSARIO CHURCHILL (20);1;Caja;204,00
3514552;LA AURORA 120 ANIVERSARIO ROBUSTO (20);1;Caja;186,00
3514558;WINSTON SELECTION 20s;10;Cajetilla;5,10
3514559;WINSTON SELECTION 100s;10;Cajetilla;5,25
3514567;DUCADOS RUBIO EXTRA 30GR;10;Bolsa;6,60
3514599;ALEC BRADLEY BLACK MARKET PUNK 24;1;Caja;139,20
3514600;ALEC BRADLEY BLACK MARKET ROBUSTO 24;1;Caja;187,20
3514601;ALEC BRADLEY GATEKEEPER ROBUSTO 24;1;Caja;220,80
3514602;ALEC BRADLEY GATEKEEPER TORO 24;1;Caja;240,00
3514603;ALEC BRADLEY PRENSADO CHURCHILL 24;1;Caja;256,80
3514645;LE BARON 150 G;1;Bolsa;10,50
3514646;WTF! TIPSY DISPLAY(100);1;Unidad;44,00
3514652;HOOKAIN ALMAN (50 GR);6;Bote;4,80
3514653;HOOKAIN WHITE ALMAN (200 GR);1;Bote;16,95
3514686;EASTWOOD ORIGINAL BLEND 999 G;1;Lata;70,00
3514738;CASA DE GARCIA SUMATRA CORONAS 10 BUNDLE;1;Estuche;17,00
3514747;SILENCIO BLUE ROBUSTO 20;1;Caja;260,00
3514748;SILENCIO BLUE TORO 20;1;Caja;272,00
3514749;AL CAPONE GOLD FILTER (4);10;Estuche;1,20
3514750;CLUBMASTER MINI VERTICAL DSP 3*5 300 23;1;Unidad;70,50
3514751;M BY MACANUDO DARK TORO FRESHPACK 2x6(2);1;Caja;12,00
3514752;CAO MEDIO TIEMPO ROBUSTO 20;1;Caja;180,00
3514753;CAO MEDIO TIEMPO MAGNIFICO 20;1;Caja;200,00
3514754;MACANUDO INSP WHITE ROBU FRESHPACK 3x6(3;6;Caja;18,75
3514755;MACANUDO INSP WHITE ROBUSTO ALU TUBE 10;1;Caja;75,00
3514757;SILENCIO LOS RIOS TORO METAL SQUARE TB20;1;Caja;330,00
3514764;CAMEL YELLOW 40s;5;Cajetilla;11,30
3514802;BLACK JACK ORIGINAL CIGAR (5);4;Estuche;2,50
3514804;DAVIDOFF MILLENNIUM PIRAMIDES (10);1;Caja;286,00
3514806;AVO SEASONS WINTER LE 2023 (10);1;Caja;190,00
3514808;AL CAPONE KIT PARTY BOX (60) ABR24;1;Unidad;18,00
3514809;CAMACHO CONNECTICUT ROBUSTO TUBOS (20);1;Caja;184,00
3514811;CAMACHO COROJO ROBUSTO TUBOS 20;1;Caja;184,00
3514812;DAVIDOFF ANIVERSARIO DOBLE R (25);1;Caja;875,00
3515097;FORTUNA GO POCKET;10;Cajetilla;5,65
3515100;FORTUNA GO KS (20);10;Cajetilla;5,50
3515101;FORTUNA GO 23;8;Cajetilla;5,75
3515102;FORTUNA GO BLANDO (20);10;Cajetilla;5,50
3515103;FORTUNA GO LARGO;10;Cajetilla;5,50
3515122;ALEC BRADLEY PRENSADO ROBUSTO 24;1;Caja;230,40
3515134;CHESTERFIELD ORIGINAL 25s (25) S2;8;Cajetilla;6,80
3515146;VEO GREEN CLICK;10;Cajetilla;4,00
3515148;VEO SCARLET CLICK;10;Cajetilla;4,00
3515150;VEO PURPLE CLICK;10;Cajetilla;4,00
3515480;SHISHA KARTEL BIG BAGMAN 200G TPD F;1;Caja;17,95
3515652;FLOR DE COPAN CORONA (20)-NW;1;Caja;106,00
3515663;DUCADOS RUBIO EXTRA 29;8;Cajetilla;7,50
3515664;LA FINCA No3 (25) TPD;1;Caja;77,50
3515665;FORTUNA GO 37;8;Cajetilla;9,85
3515666;FORTUNA GO 46;6;Cajetilla;11,90
3515667;DUCADOS RUBIO EXTRA 40;8;Cajetilla;10,00
3515668;FORTUNA GO 29;8;Cajetilla;7,80
3516194;PARTAGAS CULEBRAS CH. (3)-NW;3;Estuche;39,00
3516236;ROM Y JUL ROMEO N1 (25) T-NW;1;Caja;290,00
3516303;JPS BLUE (240G);1;Bote;55,50
3516304;VEGAFINA VF 98 VF46 TUBO (3) TPD;1;Estuche;20,70
3516305;VEGAFINA VF 98 VF50 TUBO (3) TPD;1;Estuche;19,80
3516307;VEGAFINA VF 98 VF52 TUBO (3) TPD;1;Estuche;21,60
3516309;VEGAFINA VF 98 VF54 TUBO (3) TPD;1;Estuche;23,40
3516310;VEGAFINA VF NI VULCANO TUBO (3) TPD;1;Estuche;18,60
3516885;COHIBA WIDE SHORT (6) TPD;10;Caja;19,80
3516886;KING GOLD (20);10;Cajetilla;4,60
3516887;KING GOLD 100S (20);10;Cajetilla;4,70
3516888;KING SILVER (20);10;Cajetilla;4,60
3516889;KING SILVER 100S (20);10;Cajetilla;4,70
3516890;DOMINGO NEGRO 100G;4;Bote;23,70
3516960;VEGAFINA VF S2 SHORT MAGNUM (25)-NW;1;Caja;133,75
3516961;AL FAKHER EXOTIC ESCAPE 50G TPD F;10;Caja;4,80
3516962;AL FAKHER TROPIC TREAT 50G TPD F;10;Caja;4,80
3517019;LUCKY STRIKE RICH  FOR GLO;10;Cajetilla;4,00
3517020;LUCKY STRIKE GOLD  FOR GLO;10;Cajetilla;4,00
3517328;LA TRIBU XXL 150 GR;1;Bote;11,10
3517329;VASCO DA GAMA N.2 CLARO (5);5;Estuche;5,00
3517330;VASCO DA GAMA N.2 MADURO (5);5;Estuche;5,00
3517361;DISPLAY MAC BAREN MIXTURE ED.LIMITADA;1;Unidad;130,00
3517425;AL FAKHER BIG GREEN (5000 G) TPD F;1;Bote;225,00
3517426;AL FAKHER THE DOUBLE CRUNCH (5000 G) TPD;1;Bote;225,00
3517442;BRANIFF LINEA D'ORO RED (ENV 17);10;Estuche;2,60
3517443;BRANIFF LINEA D'ORO WHITE (ENV 17);10;Estuche;2,60
3517444;BRANIFF LINEA D'ORO NEGRO (ENV 17);10;Estuche;2,60
3517445;VILLIGER SUNNY MINI FILTER 5x20 ES TT;5;Lata;5,00
3517446;VILLIGER TUBOS GREEN 1x20 ES;1;Caja;2,00
3517473;ROLL´S WHITE EXCLUSIVE (EL ENVASE DE 17);10;Estuche;2,60
3517474;ROLL´S RED EXCLUSIVE (EL ENVASE DE 17);10;Estuche;2,60
3517475;DISPLAY BRANIFF LINEA D´ORO CAJA 800 TT;1;Unidad;132,00
3517476;DISPLAY BRANIFF 100  680 TT;1;Unidad;116,00
3517478;DAVIDOFF MILLENNIUM ROBUSTO TUBOS (20);1;Caja;484,00
3517479;DAVIDOFF WINSTON CHURCHILL CHURCHILL 20;1;Caja;506,00
3517480;DAVIDOFF WINSTON CH LATE HOUR PET PAN 5;1;Lata;44,00
3517493;CANALEÑOS VIRGINIA 30G TT;10;Bolsa;5,95
3517514;MADEMOISELLE LA PLUS;10;Cajetilla;4,60
3517515;ELIXYR CHOICE;10;Cajetilla;5,00
3517531;WINSTON SELECTION 22s;10;Cajetilla;5,50
3517588;SHISHA KARTEL FATAL FRENZY 50G TPD F;10;Caja;4,50
3517602;VEO ARCTIC CLICK;10;Cajetilla;4,00
3517609;CHESTERFIELD LABEL LARGO 20;10;Cajetilla;5,10
3517610;CHESTERFIELD LABEL 20;10;Cajetilla;5,00
3517645;GOLDEN VIRGINIA AMBER 40G;10;Bolsa;11,50
3517646;W.O.LARSEN EDITON 2025 (100G);3;Lata;24,50
3517648;JPS FULL RED (20);10;Cajetilla;5,15
3517649;HENRY CLAY WHK CORONA (25)-NW;1;Caja;147,50
3517650;HENRY CLAY WHK LONSDALE (25)-NW;1;Caja;193,75
3517651;HENRY CLAY WHK ROBUSTO (25)-NW;1;Caja;186,25
3517652;HENRY CLAY WHK TORO (25)-NW;1;Caja;203,75
3517657;H UPMANN REGALIAS (25)-NW;1;Caja;267,50
3517722;HOOKAIN WHITE BLOWTUS 200 G;1;Lata;16,95
3517723;HOOKAIN WHITE BLOWTUS 50 G;6;Bote;4,80
3517736;BONESHAKER MORNING STAR (20)-NW;1;Caja;128,00
3517953;CAPITOL SWING (10)-NW;1;Caja;79,00
3517955;FM PLAY MIX DISPLAY (510);1;Unidad;70,00
3517964;BRONX Virginia Blend papel (30g);5;Bolsa;5,50
3518232;VILLIGER 1888 CORONA 1X20 ES;1;Caja;140,00
3518233;VILLIGER 1888 ROBUSTO 1X20 ES;1;Caja;150,00
3518234;VILLIGER 1888 NICARAGUA CORONITA 1X20 ES;1;Caja;150,00
3518235;VILLIGER 1888 NICARAGUA ROBUSTO 1X20 ES;1;Caja;170,00
3518236;VILLIGER 1492 ROBUSTO 1X20 ES;1;Caja;160,00
3518237;VILLIGER 1492 CORONA 1X20 ES;1;Caja;150,00
3518489;TORRES QUART CAMPEROS (120) TT;12;Estuche;120,00
3518490;TORRES QUART CAMPEROS (10) TT;10;Estuche;10,00
3518491;EL CAVALLER MARINEROS (25) TT;2;Estuche;25,00
3518492;EL CAVALLER MARINEROS (10) TT;10;Estuche;10,00
3518910;VEGAFINA VF NI TERRA (25)-NW;1;Caja;145,00
3519176;FLEUR DE LYS BLOND 40G TTE;5;Bolsa;7,90
3519451;CAO ARCANA SERIES THUNDER SMOKE TORO 20;1;Caja;220,00
3519452;MACANUDO EMISSARY PERFECTO 16 TT;1;Caja;206,40
3519453;MACANUDO EMISSARY ROBUSTO 16 TT;1;Caja;174,40
3519454;SILENCIO SERIE M DOUBLE ROBUSTO 10 TT;1;Caja;299,00
3519499;MARLBORO CRAFTED SELECTION (65 g);4;Lata;15,15
3519500;HANDELSGOLD CIGARRITOS SUN 5 TT;10;Estuche;1,20
3519501;HANDELSGOLD CIGARRITOS PURPLE 5 TT;10;Estuche;1,20
3519546;ESSE BLUE;10;Cajetilla;4,80
3519547;ESSE RED;10;Cajetilla;4,80
3519651;AMBER LEAF VIRGINIA SELECTO 30 GR;5;Bolsa;6,80
3519703;BLACK JACK ORIGINAL BLEND 200 GR TT;1;Bote;14,20
3519705;MIX BURTON;1;Unidad;94,50
3519843;FORTUNA ORIGINAL 40 LIMITED EDITION (40);8;Cajetilla;10,35
3519847;VEO RUBY TWIST;10;Cajetilla;4,00
3519848;VEO TROPICAL TWIST;10;Cajetilla;4,00
3519862;FLANDRIA SAUVAGE 65G TT;1;Lata;13,45
3519876;DENIM RED AMERICAN BLEND (29);8;Cajetilla;6,50
3519881;LOOK OUT HOLLAND CLASSIC 40 G TT;10;Bolsa;8,00
3519893;AL FAKHER BIG RED SPLASH 50G TT;10;Caja;4,70
3520048;AL FAKHER BIG RED SPLASH 250G TT;1;Caja;19,95
3520051;REDS AMERICAN BLEND KS RC 20S;10;Cajetilla;4,60
3520052;BUSINESS ROYALS RED KS RC 20S;10;Cajetilla;4,80
3520053;BUSINESS ROYALS BLUE KS RC 20S;10;Cajetilla;4,80
