codigo;descripcion;precio;unidades;um
3522448;AL FAKHER GRAPIO GREEN 200G TTE;17.50;1;Bote
3522449;AL FAKHER BIG BLUE 200G TTE;17.50;1;Bote
3522450;AL FAKHER GREEN CHU 200G TTE;17.50;1;Bote
3522451;AL FAKHER THE DOUBLE CRUNCH 200G TTE;17.50;1;Bote
3522452;AL FAKHER MAGIC LOVE 2.0 200G TTE;17.50;1;Bote
3522453;AL FAKHER BIG GREEN 200G TTE;17.50;1;Bote
3522454;AL FAKHER GRAPIO NIGHT 200G TTE;17.50;1;Bote
3522456;AL FAKHER GREEN CHU 900G TTE;69.95;1;Bote
3522457;AL FAKHER BIG GREEN 900G TTE;69.95;1;Bote
3522458;AL FAKHER THE DOUBLE CRUNCH 900G TTE;69.95;1;Bote
3522459;AL FAKHER GREEN VELVET 900G TTE;69.95;1;Bote
3522586;BLACK JACK ORIGINAL BLEND 20 GR TTE;1.50;5;Bolsa
3522620;HOOKAIN KAFFA YAYO 950G TT;75.00;1;Bote
3522621;HOOKAIN LEMENCIAGA 950G TT;75.00;1;Bote
3522670;VEGAFINA CLASSIC WIDE ROBUSTOS (25)-NW;170.00;1;Caja
3522712;ELIXYR MAXX PIPE (999G);70.00;1;Lata
3522724;DENIM SELECTED BLEND 20;4.50;10;Cajetilla
3522781;LA AURORA DOMINICANA SHORT ROBUSTO (10);71.50;1;Caja
3522782;LA AURORA DOMINICANA TORO (10);81.00;1;Caja
3522783;LA AURORA DOMINICANA ROBUSTO (10);76.50;1;Caja
3522785;ZINO NICARAGUA TORO  (5);34.50;1;Estuche
3522786;ZINO NICARAGUA ROBUSTO (5);29.50;1;Estuche
3522787;DAVIDOFF WINSTON CHURCHILL LE 2025 (10);490.00;1;Caja
3522789;DAVIDOFF ESCURIO 10th ANIVERSARY (12);444.00;1;Caja
3522792;BARAKA 150g TTE;11.10;1;Bote
3522793;BARAKA RED 20 G TTE;1.50;5;Bolsa
3522794;BARAKA SOUL 20 G TTE;1.50;5;Bolsa
3522808;CAMEL PICADURA DE LIAR (40G);9.40;10;Bolsa
3522847;CHESTERFIELD LABEL 23;5.60;20;Cajetilla
3522866;DISPLAY BRANIFF LINEA D'ORO 680 TTE;104.00;1;Unidad
3522873;LUCKIES RED 100s;4.85;10;Cajetilla
3522874;LUCKIES RED 23;5.50;10;Cajetilla
3522875;LUCKIES RED (20);4.85;10;Cajetilla
3522920;ELIXYR ICE PIPE 120G;10.00;1;Lata
3522976;CAMEL PICADURA LIAR O ENT 109 GR;26.10;1;Bolsa
3522977;CAMEL PICADURA DE LIAR O ENTUBAR (455G);109.60;1;Bote
3522978;WINSTON PICAD LIAR O ENT 82GR;19.90;1;Bolsa
3522979;WINSTON PICADURA DE LIAR O ENTUBAR 430GR;103.30;1;Bote
3522981;W.O.LARSEN EDICION LIMITADA 2026 (100G);25.00;3;Lata
3522983;SILENCIO LOS RIOS PEQUEÑO 6;24.00;5;Lata
3522989;NEO AZURE (20);4.00;10;Cajetilla
3522990;VEO BLOSSOM TWIST;4.00;10;Cajetilla
3522991;VEO POLAR TWIST;4.00;10;Cajetilla
3523215;HANDELSGOLD SUMMER (5) TTE;1.20;10;Estuche
3523249;PHILIP MORRIS FILTER KING 30gr.;7.10;10;Bolsa
3523250;PHILIP MORRIS FILTER KING LARGO;5.20;10;Cajetilla
3523258;SIGNATURE FINOS BEIGE (5);1.60;10;Lata
3523259;SIGNATURE FINOS ORIGINAL (5);1.60;10;Lata
3523297;DISPENSADOR MIX NOB SSL FRESH;200.00;1;Unidad
3523304;DISPLAY ESSE-10 2025;48.00;1;Unidad
3523305;COHIBA CLUB LE.24 (60)-TES;60.00;1;Caja
3523306;TRINIDAD SHORT  (El envase de 40);62.00;1;Caja
3523317;PERLA DE CALVANO TORO 10;20.00;1;Caja
3523318;PERLA DE CALVANO SHORT ROBUSTO 10;16.00;1;Caja
3523319;PERLA DE CALVANO ROBUSTO 10;18.00;1;Caja
3523329;HAMPTON PURE PIPE 10 G;1.00;10;Bolsa
3523355;JOCKEY ORIGINAL RED 20G TTE;1.70;5;Bolsa
3523362;LA AURORA 107 ECUADOR SUMO SHT ROBUST 5;28.75;1;Estuche
3523363;LA AURORA 107 NICARAGUA SUMO SHORT ROB5;31.25;1;Estuche
